Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer
RETELEX KIT,,,200 GM,,ABBOTT INDIA LTD,,14.5,88,,,,,285,265,1,0,Buy 5 get 1
CODYLEX LINCTUS 100ML,,,200 ML,,GLAXO TEAM 4,,5,1,,,,,72,69,1,0,
DALCINEX 600MG/4ML INJ,,,200 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,56.9,53.9,1,0,
ETILAAM PRO 20MG TAB,,,200 ML,,TABLETS (INDIA) LIMITED,,14.5,54,,,,,392.85,389.85,1,0,Buy 5 get 1
ETILAAM-1MG TAB,,,200 ML,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,108,105,1,0,Buy 5 get 1
NORFLOX 400MG TAB.,,,200 ML,,HIMALAYA,,5,53,,,,,50,47,1,0,Buy 5 get 1
PERA 1G INJ,,,200 ML,,MANKIND PHARMA LTD,,5,1,,,,,62,59,1,0,
POTASSIUM PERMAGNATE 20GM,,,200 ML,,MEYER ORGANICS LTD,,5,7,,,,,103.3,100.3,1,0,
PREMISOL 40MG INJ,,,200 ML,,Dr.REDDY's LABORATORIES LTD,,5,54,,,,,55,42.33,35.13,140.52,Buy 10 get 1
QUTAN SR200MG TAB,,,200 ML,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,57,,,,,114,111,1,0,
RISDONE-LSTAB,,,200 ML,,HIMALAYA,,5,54,,,,,95,68.63,63.14,126.28,
SKIZORIL-200MG TAB,,,200 ML,,BIOMIICORN PHARMACEUTICALS,,5,68,,,,,84,81,1,0,Buy 5 get 1
SOLTUS-100MG TAB,,,200 ML,,ELDER PHARMA B DIVISION,,5,54,,,,,60,57,1,0,
TELEKAST A TAB,,,200 ML,,MANKIND PHARMA LTD,,5,1,,,,,54,51,1,0,
TOFICALM 50MG TAB,,,200 ML,,MEYER,,5,7,,,,,83.65,80.65,1,0,Buy 5 get 1
TORBAC 4.5GM INJ,,,200 ML,,MEYER ORGANICS LTD,,5,53,,,,,49.6,46.6,1,0,
VALIUM-5MG TAB,,,200 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,43.96,40.96,1,0,
ZYVEN OD 100MG TAB,,,200 ML,,SRESAN PHARMACEUTICAL MANUFACTURERS,,5,53,,,,,75,72,1,0,Buy 5 get 1
TINIBA 500MG TAB,,,200GM,,MERCURY LABORATORIES LIMITED,,5,68,,,,,157.5,154.5,1,0,Buy 5 get 1
BEPLEX FORTE TAB,,,200ML,,APEX LABORATORIES LTD,,5,69,,,,,84.5,79.8,1,0,
LOSTAT-H TAB,,,200ML,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,61.92,47.66,44.32,398.88,
NORAD INJ.,,,200ML,,HIMALAYA,,5,53,,,,,50,47,1,0,Buy 5 get 1
NORFLOX-TZ TAB,,,200ML,,HIMALAYA,,5,53,,,,,50,47,1,0,Buy 5 get 1
OPEN PATELLA KNEE BRACE SMALL (NEOPRENE-VISSCO),,,200ML,,MANKIND PHARMA LTD,,5,57,,,,,20,17,1,0,
POLYBION L SYP,,,200ML,,MEDLEY PHARMACEUTICALS LIMITED,,5,62,,,,,91,88,1,0,
STERILE WATER 5ML (IVES),,,200ML,,FDC LIMITED,,5,57,,,,,15,12,1,0,Buy 5 get 1
THYRONORM 50MCG TAB,,,200ML,,MERCURY LABORATORIES LIMITED,,5,68,,,,,61.95,58.95,1,0,Buy 5 get 1
HME FILTER ADULT,,,201 GM,,ABBOTT INDIA LTD,,5,103,,,,,346,343,2,1,Buy 5 get 1
HUNTRED-Z TAB,,,201 GM,,ABBOTT INDIA LTD,,5,103,,,,,296,293,2,1,
I-DEW EYE DROPS 10ML,,,201 GM,,ABBOTT INDIA LTD,,5,89,,,,,286,283,2,1,
INFUSION SET (RMS),,,201 GM,,ALEMBIC CHEMICAL WORKS CO LTD,,5,46,,,,,200,197,2,1,Buy 5 get 1
ANTIDEP-75MG TAB,,,201 ML,,ALBERT DAVID LIMITED,,5,70,,,,,214,163.29,151.93,3170.53,Buy 10 get 1
COREX COUGH SYRUP 100ML,,,20GM,,GLAXO TEAM II DERMA,,5,69,,,,,17.59,14.59,1,0,Buy 5 get 1
VIT D3 60K TAB,,,20GM,,REXCIN PHARMACEUTICALS PVT LTD,,5,62,,,,,73,70,1,0,
KETOROL INJ.1ML,,,21 G,,MERCK LIMITED,,5,25,,,,,19.67,14.97,10.47,858.5,
INFANT FEEDING TUBE 10(ROMSON),,,21 GM,,ALBERT DAVID LIMITED,,5,70,,,,,74.5,71.5,2,1,
INFANT FEEDING TUBE 5(ROMSON),,,21 GM,,ALBERT DAVID LIMITED,,5,70,,,,,93,90,2,1,
LUPAMIK 250MG INJ(AMIKACIN),,,21 GM,,ALBERT DAVID LIMITED,,5,70,,,,,62,47.97,41.04,361.38,
STEMETIL MD TAB,,,21.8 GM,,FDC LIMITED,,5,57,,,,,17,14,1,0,Buy 5 get 1
CALDIKIND SACHET,,,21'S,,GERMAN REMEDIES,,5,1,,,,,116,113,1,0,
MONTAIR-LC TAB,,,21'S,,DKT INDIA,,14.5,130,,,,,68.04,54.43,39.19,391.92,
QUTAN SR 100MG TAB,,,24'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,1,,,,,195,192,1,0,
REXIPRA-5MG TAB,,,24'S,,RECKITT & BENCKISER (INDIA) LTD,,5,89,,,,,150,147,1,0,Buy 5 get 1
GLYCOLATE 2MG TAB,,,25 GM,,UNI-LABS (INDIA) PVT LTD,,5,10,,,,,53,50,1,0,
MEGAPEN INJ 1GM,,,25 GM,,PARAS,,5,54,,,,,62,51.35,47.76,1098.48,
CIPLOX EYE OINT 5 GM,,,25'S,,GLAXO TEAM 4,,5,,,,,,17.45,14.45,1,0,
VIZYLAC SYP,,,25'S,,ROCHE DIAGNOSTICS,,5,1,,,,,790,787,1,0,
DIANORM  80mg TAB,,,250 MG,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,144.6,141.6,1,0,
LEVOLIN INHALER,,,250 ML,,MERCK LIMITED,,5,86,,,,,57,43.87,40.8,204,
RANBIOTIC 2ML INJ,,,250 ML,,PFIZER LIMITED,,5,45,,,,,89,86,1,0,Buy 5 get 1
SHELCAL-CT TAB,,,250 ML,,BAYER PHARMA,,5,1,,,,,95.7,92.7,1,0,Buy 5 get 1
ADULT DIAPER LARGE(RMS),,,250MG,,NICHOLAS PIRAMAL INDIA LTD,,5,53,,,,,7.55,4.55,1,0,
THORACO LUMBAR APPLIANCE-M,,,250ML,,MERCK LIMITED,,5,25,,,,,83,80,1,0,
CALRINE TAB,,,28'S,,GERMAN REMEDIES,,5,1,,,,,282,279,1,0,Buy 5 get 1
AIROMOUNT (CATHETER MOUNT,,,2ML,,UNIQUE PHARMACEUTICALS LABS LTD,,5,75,,,,,3.47,0.47,1,0,
CILACAR-5MG TAB,,,2ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,53,,,,,72.4,69.4,1,0,
KEZRIN-B CREAM,,,2ML,,MANKIND PHARMA LTD,,5,57,,,,,19.8,15.09,11.69,701.69,
PHENERGAN-25MG TAB,,,2ML,,MANKIND PHARMA LTD,,5,57,,,,,13.9,10.9,1,0,
SEDASE-D TAB,,,2ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,27.38,24.38,1,0,Buy 5 get 1
THROMBOPHOB OINT 20GM,,,2ML,,MERCURY LABORATORIES LIMITED,,5,68,,,,,10.4,7.4,1,0,Buy 5 get 1
PYRIDIUM-200MG TAB,,,3 GM,,ABBOTT INDIA LTD,,5,73,,,,,6,3,2,1,
D RISE SACHET 1GM,,,3'S,,GLENMARK PHARMACEUTICALS LTD,,5,37,,,,,65,62,1,0,
D-PROTEIN POWDER 200GM,,,3'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,61.2,58.2,1,0,
D-VENLOR 50 MG TAB,,,3'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,48.5,45.5,1,0,
LUPAMIK 500MG INJ,,,3'S,,MANKIND PHARMA LTD,,5,1,,,,,63,48,37.2,223.2,
MOX REDIMIX SYP 125MG-60ML,,,3'S,,ALEMBIC CHEMICAL WORKS CO LTD,,14.5,45,,,,,71.3,54.48,50.12,100.24,
NUTAM 800MG TAB,,,3'S,,INDOCO REMEDIES LTD,,5,45,,,,,81.51,78.51,1,0,
PHENSEDYL COUGH LINCTUS 100ML,,,3'S,,MANKIND PHARMA LTD,,5,1,,,,,15,12,1,0,
RAMITORVA CAP.,,,3'S,,PFIZER LIMITED,,5,25,,,,,85,82,1,0,Buy 5 get 1
SUPRIDOL SUPP 100MG,,,3'S,,FDC LIMITED,,5,69,,,,,61.15,58.15,1,0,
ESPAZINE 1MG TAB,,,3*3,,TABLETS (INDIA) LIMITED,,14.5,,,,,,26.52,23.52,1,0,
DEXTROSE 25% INJ 25ML,,,30 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,136.9,133.9,1,0,
DEXTROSE-INJ 10%  500ML(BAXTER),,,30 GM,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,136.9,133.9,1,0,
GENTICYN EYE DROPS 10ML,,,30 GM,,TROIKAA PHARMACEUTICALS LTD,,5,69,,,,,78,75,1,0,
METROGYL PLUS GEL 30GM,,,30 GM,,INDI PHARMA PVT LTD,,5,68,,,,,66.5,51.86,43.85,394.61,
NICARDIA RETARD-10MG TAB,,,30 GM,,COMED CHEMICALS (P) LIMITED,,5,63,,,,,45,42,1,0,
RABICIP D CAP,,,30 GM,,GALDERMA INDIA PVT LTD,,5,98,,,,,59.22,47,39.64,436,
RYNASMA 400MG TAB,,,30 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,55.8,52.5,1,0,
SYRINGE 50ML (DISPOVAN),,,30 GM,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,50,47,1,0,
TRIMETADAY 2MG TAB,,,30 GM,,NICHOLAS PIRAMAL INDIA LTD,,5,53,,,,,96.7,93.7,1,0,
X-CEFF 1GM INJ,,,30 GM,,SHALAKS PHARMACEUTICALS PVT LTD,,5,68,,,,,39.1,36.1,1,0,Buy 5 get 1
ALTIPOD 200MG TAB,,,30 ML,,MANKIND PHARMA LTD,,5,37,,,,,34.8,26.51,22.6,113,Buy 5 get 1
AMBRODIL-S SYP 100ML,,,30 ML,,ALKEM LABORATORIES LTD,,5,1,,,,,47,32.84,30.21,30.21,
AUGMENTIN 1.2G INJ,,,30 ML,,ARISTO PHARMACEUTICALS LTD,,5,62,,,,,59.5,54.5,1,0,Buy 5 get 1
AXEPTA-25MG TAB,,,30 ML,,CIPLA LTD,,5,45,,,,,115,112,1,0,Buy 5 get 1
BEATNORM 50MG TAB,,,30 ML,,ALKEM LABORATORIES LTD,,5,1,,,,,28.1,25,1,0,Buy 10 get 1
BECOSULES-Z CAP,,,30 ML,,ALKEM LABORATORIES LTD,,5,45,,,,,67,62,1,0,
BLOOD TRANS.SET(ROMSONS),,,30 ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,27,22.5,1,0,
CERAPEX BASIC 50*50,,,30 ML,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,98,95,1,0,
EFIBACT 100 DRY SYP 30ML,,,30 ML,,RANBAXY LABORATORIES LTD,,5,69,,,,,114,111,1,0,
L.C.F TUSS SYP 100ML,,,30 ML,,MICRO LABS LTD (INDIA),,5,86,,,,,19.21,15.49,14.25,99.75,Buy 5 get 1
LANOXIN 0.25MG TAB,,,30 ML,,MACLEODS PHARMACEUTICALS PVT LTD,,5,45,,,,,49.5,37.71,34.69,69.38,
LORI 2ML INJ,,,30 ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,57.9,47.53,39.35,1023.23,
MEGA CV FORTE 457 SYP 30ML,,,30 ML,,MACLEODS PHARMACEUTICALS PVT LTD,,5,86,,,,,67,51.05,47.48,427.32,
MESACOL-400MG TAB,,,30 ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,68,51.81,48.18,96.36,
MOMISOFT CREAM 30GM,,,30 ML,,ALKEM LABORATORIES LTD,,5,1,,,,,70,53.88,50.11,1152.53,Buy 10 get 1
NEOSPORIN OINT-5GM,,,30 ML,,BLUE CROSS LABORATORIES LTD,,14.5,,,,,,30,26,,,Buy 10 get 1
OLIMELT-5MG TAB,,,30 ML,,MACLEODS PHARMACEUTICALS PVT LTD,,5,86,,,,,49.5,46.5,1,0,
PANSEC IV 40MG,,,30 ML,,MANKIND PHARMA LTD,,5,48,,,,,75,72,1,0,
PIRFENEX TAB 200MG,,,30 ML,,MANKIND PHARMA LTD,,5,37,,,,,33,30,1,0,
RANTAC-150MG TAB,,,30 ML,,PHARMALINK (INDIA) PHARMACEUTICALS PVT LTD,,5,56,,,,,96,93,1,0,
SODIUM CHLORIDE 3%INJ 100ML,,,30 ML,,ELDER PHARMA B DIVISION,,5,1,,,,,107,104,1,0,
SUSTEN 100 INJECTION,,,30 ML,,FDC LIMITED,,5,69,,,,,23,20,1,0,
SUSTEN 100MG CAP,,,30 ML,,FDC LIMITED,,5,69,,,,,35.5,32.5,1,0,
TRAMAZAC CAPS,,,30 ML,,MICRO LABS LTD (INDIA),,5,86,,,,,49.5,46.5,1,0,
AKT-4,,,30'S,,UNIVERSAL MEDICARE LIMITED,,5,73,,,,,95,92,1,0,Buy 5 get 1
ALPHA D3 0.25MCG TAB,,,30'S,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,17.55,13.51,12.56,401.92,
ANAMOL-250 SUPP,,,30'S,,ANGLO FRENCH DRUGS & INDUSTRIES,,5,74,,,,,57,43.43,33.3,99.89,
AZEE 100 SUSP,,,30'S,,CIPLA LTD,,5,45,,,,,59,56,1,0,Buy 5 get 1
CANDID-V GEL 30GM,,,30'S,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,24.08,21.08,1,0,Buy 5 get 1
CANDIFORCE 100MG CAP,,,30'S,,GLAXO ASCLEPIUS TEAM III,,5,1,,,,,194.7,191.7,1,0,Buy 5 get 1
CATHETER MOUNT,,,30'S,,GLAXO ENTRO PLUS TEAM I,,5,1,,,,,117.85,114.85,1,0,
CINZEP 2MG TAB,,,30'S,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,1,,,,,19.7,16.7,1,0,Buy 5 get 1
CLINGEN FORTE VAGINAL TAB,,,30'S,,GLAXO TEAM 4,,5,,,,,,70,67,1,0,
DICORATE ER 250MG TAB,,,30'S,,GLENMARK PHARMACEUTICALS LTD,,5,62,,,,,62.6,59.6,1,0,
DYTOR 20MG TAB,,,30'S,,RANBAXY LABORATORIES LTD,,5,37,,,,,315,312,1,0,
E.T TUBE 7.5 CUFF(ROMSONS),,,30'S,,RANBAXY LABORATORIES LTD,,5,37,,,,,40,37,1,0,
ETERNA-MD 4MG  TAB,,,30'S,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,188.45,185.45,1,0,Buy 5 get 1
ETRIK-60MG TAB,,,30'S,,TABLETS (INDIA) LIMITED,,14.5,1,,,,,268.59,265.59,1,0,Buy 5 get 1
KZ CREAM 2% 30GM,,,30'S,,UNIQUE PHARMACEUTICALS LABS LTD,,5,56,,,,,18.8,15.44,14.2,667.4,Buy 5 get 1
LEVILEX 500MG TAB,,,30'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,53.24,43.71,40.21,120.63,
LUPITAX 1GM INJ(CEFOTAXIME),,,30'S,,PFIZER LIMITED,,5,53,,,,,59.95,48.05,44.39,443.92,
MUCOLITE TAB,,,30'S,,ALKEM LABORATORIES LTD,,5,45,,,,,72.45,55.78,51.88,103.76,
NIKORAN-5MG TAB,,,30'S,,DELVIN FORMULATIONS,,14.5,48,,,,,278,275,1,0,Buy 5 get 1
OLEANZ 2.5MG TAB,,,30'S,,LUPIN LABORATORIES LTD,,5,37,,,,,25.35,22.35,1,0,
RYLES Bottles 12 (ROMSONS),,,30'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,317.3,310.5,1,0,Buy 5 get 1
SENORM-5 INJ,,,30'S,,BAFNA PHARMACEUTICALS,,14.5,62,,,,,181.3,178.3,1,0,Buy 5 get 1
TAXIM 250MG INJ,,,30'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,224,221,1,0,Buy 5 get 1
TAXIM 500MG INJ,,,30'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,5,1,,,,,214,211,1,0,Buy 5 get 1
TRIZ SYP 60ML,,,30'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,207.09,204.09,1,0,Buy 5 get 1
AERODIL EXPECTORANT,,,30GM,,UNIQUE PHARMACEUTICALS LABS LTD,,5,56,,,,,70.86,67.86,1,0,
AMINOVEL 5% INJ.250ML,,,30GM,,UNIQUE PHARMACEUTICALS LABS LTD,,5,74,,,,,43.53,33.17,30.52,30.52,
DUVANTA-20MG TAB,,,30GM,,RANBAXY LABORATORIES LTD,,5,73,,,,,131,128,1,0,
GENTAKOP INJ 2ML(GENTAMICIN),,,30GM,,TROIKAA PHARMACEUTICALS LTD,,5,9,,,,,105,102,1,0,
AIROFUME NEBULIZER MASK T PCS,,,30ML,,UNIQUE PHARMACEUTICALS LABS LTD,,5,1,,,,,12.18,9.18,1,0,
ATORVA 40MG,,,30ML,,ARISTO PHARMACEUTICALS LTD,,5,62,,,,,104.73,100.5,1,0,Buy 5 get 1
BUSCOPAN INJ,,,30ML,,BIOCHEM PHARMACEUTICAL INDUSTRIAL LTD,,5,57,,,,,22.95,19.95,1,0,
DULCOFLEX TAB,,,30ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,67,64,1,0,
EBAST-DC TAB,,,30ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,27.6,24.6,1,0,Buy 5 get 1
ECOFIX AIR IV SETS,,,30ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,17.95,14.95,1,0,Buy 5 get 1
ECOSPRIN AV-75MG CAP,,,30ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,48.5,45.5,1,0,Buy 5 get 1
FINENERVE CAP,,,30ML,,TORRENT PHARMACEUTICALS LTD,,5,1,,,,,17.32,14.32,1,0,
LITHOLENT SR 400MG TAB,,,30ML,,RANBAXY LABORATORIES LTD,,5,1,,,,,72,45.76,42.56,340.48,Buy 10 get 1
MILCEF CV 500MG TAB,,,30ML,,ATLANTA BIOTEC,,5,60,,,,,69,52.99,47.69,4769,
SORBITRATE-5MG TAB,,,30ML,,ELDER PHARMACEUTICALS PVT LTD,,5,57,,,,,107,104,1,0,
BACTRIM DS TAB.,,,30S,,CIPLA LTD,,5,45,,,,,44,41,1,0,
MEM-0.2MG INJ 1ML,,,30S,,CIPLA LTD,,5,45,,,,,68,51.81,48.18,96.36,
MIFEPRIN-200MG TAB,,,30S,,CIPLA LTD,,5,45,,,,,68.5,52.74,48.83,585.9,
ISONORM 10MG TAB,,,31 ML,,ALKEM LABORATORIES LTD,,5,46,,,,,68,65,2,1,Buy 5 get 1
MACPOD 200 MG TAB,,,31 ML,,ALKEM LABORATORIES LTD,,5,2,,,,,62.49,48.34,37.69,477.95,
RONEMOX-YY 500MG CAP,,,3ML,,ALLERGAN INDIA LTD,,5,57,,,,,454.73,452,1,0,
RISNIA MD 1MG TAB,,,4.2 gm,,MERCK LIMITED,,5,69,,,,,35,31,,,Buy 10 get 1
STERILE WATER 10ML (IVES),,,4.4 GM,,FDC LIMITED,,5,69,,,,,4.75,1.75,1,0,Buy 5 get 1
BUDAMATE 200 INHALER,,,4'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,100.8,96.8,1,0,Buy 5 get 1
DAFLON-500MG TAB,,,4'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,180,177,1,0,
DULCOFLEX (P) SUPPOSITORY,,,4'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,79.98,76.98,1,0,
LUMENAC 600MG CAP,,,4'S,,MANKIND PHARMA LTD,,14.5,48,,,,,62.92,47.94,44.58,267.48,
NITRAVET-10MG TAB,,,4'S,,CFL,,5,48,,,,,64.51,61.51,1,0,
RL 1000ML (FREEFLEX),,,4'S,,FDC LIMITED,,5,57,,,,,39.4,36.4,1,0,Buy 5 get 1
GLUCORED FORTE TAB,,,4*15 ML,,UCB INDIA PVT LTD,,5,1,,,,,370.11,367.11,1,0,Buy 5 get 1
SUPATRET 0.04% GEL 20GM,,,400 GM,,FDC LIMITED,,5,57,,,,,169,166,1,0,
TOPAZ-25MG TAB,,,400 GM,,MEYER,,5,7,,,,,342,339,1,0,
HUMAN MIXTARD 40 I.U,,,401 GM,,ABBOTT INDIA LTD,,5,130,,,,,446,443,2,1,Buy 5 get 1
NIKORAN 10MG TAB,,,45 GM,,COMMONWEALTH PHARMACEUTICALS,,5,48,,,,,36,33,1,0,Buy 5 get 1
RANIPEP INJ 2ML,,,450 ML,,PFIZER LIMITED,,5,45,,,,,126,123,1,0,Buy 5 get 1
CIPLAR- LA 40MG TAB,,,5 GM,,GLAXO TEAM 4,,5,53,,,,,26,23,1,0,Buy 5 get 1
CLOBA 10 MG TAB,,,5 GM,,GLAXO TEAM 4,,5,1,,,,,31,28,1,0,
CLONIL-25MG TAB,,,5 GM,,GLAXO TEAM 4,,5,53,,,,,40,37,1,0,
CLOPIXOL ACUPHASE INJ 50MG/ML,,,5 GM,,GLAXO TEAM 4,,5,53,,,,,40.7,37.7,1,0,
CREMAFFIN SYP 200ML,,,5 GM,,GLENMARK PHARMACEUTICALS LTD,,5,53,,,,,35,32,1,0,
GERAGEN INJECTION,,,5 GM,,TROIKAA PHARMACEUTICALS LTD,,5,69,,,,,52,49,1,0,
LEVOLIN-2MG TAB,,,5 GM,,RANBAXY LABORATORIES LTD,,5,1,,,,,57,43.89,40.38,242.28,
MINIPRESS XL 2.5MG TAB,,,5 GM,,MACLEODS PHARMACEUTICALS PVT LTD,,5,45,,,,,69,53.12,48.87,390.96,
SUCTION CATHETER 14 (ROMSON),,,5 GM,,FDC LIMITED,,5,57,,,,,40.8,37.8,1,0,
SYRINGE 1ML U-40(C),,,5 GM,,FDC LIMITED,,5,69,,,,,5.56,2.56,1,0,
ASTHALIN EXPT-100ML,,,5 ML,,HI CARE PHARMA,,5,68,,,,,43.2,40.2,1,0,Buy 5 get 1
FEXOVA-120MG TAB,,,5 ML,,TORRENT PHARMACEUTICALS LTD,,5,25,,,,,43.6,40.6,1,0,
HEFOZON-SB 1.5GM INJ,,,5 ML,,WARREN,,5,69,,,,,39.9,36.9,1,0,
HEPAMERZ 10ML INJ,,,5 ML,,WOCKHARDT LIMITED,,5,45,,,,,42.2,39.2,1,0,
LOPRESOR-25MG TAB.,,,5 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,62,47.24,36.22,760.56,
PARACIP-650MG TAB,,,5 ML,,MANKIND PHARMA LTD,,5,57,,,,,29,26,1,0,
PARKIN 2MG TAB,,,5 ML,,MANKIND PHARMA LTD,,5,37,,,,,29.99,26.99,1,0,
SENASOF TAB,,,5 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,15.16,12.16,1,0,Buy 5 get 1
SUCRAFIL O GEL 100ML,,,5 ML,,FDC LIMITED,,5,69,,,,,81,78,1,0,Buy 5 get 1
SUCRAFIL SYP-200ML,,,5 ML,,FDC LIMITED,,5,69,,,,,41.2,38.2,1,0,
SUPHARMOL CREAM,,,5 ML,,FDC LIMITED,,5,69,,,,,7.79,4.79,1,0,
SYRINGE 1ML (0.1-0.9ML),,,5 ML,,FDC LIMITED,,5,69,,,,,7.55,4.55,1,0,
CALCIMAX-P SUSP,,,5'S,,GERMAN REMEDIES,,5,1,,,,,86.6,83.6,1,0,
CALCIUM-SANDOZ 10% INJ 10ML,,,5'S,,GERMAN REMEDIES,,5,1,,,,,74.9,71.9,1,0,
CALDY-C TAB,,,5'S,,GERMAN REMEDIES,,5,57,,,,,38.6,35.6,1,0,Buy 5 get 1
CALOSOFT AF LOTION 100ML,,,5'S,,GERMAN REMEDIES,,5,57,,,,,25.4,22.4,1,0,Buy 5 get 1
CIPLADINE OINT 20GM,,,5'S,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,64,,,,,42.8,39.8,1,0,Buy 5 get 1
CIPLADINE OINT.125GM,,,5'S,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,53,,,,,161.7,158.7,1,0,Buy 5 get 1
DUOLIN ROTACAPS,,,5'S,,RANBAXY LABORATORIES LTD,,5,37,,,,,50.05,47.05,1,0,
EASY FIX,,,5'S,,RANBAXY LABORATORIES LTD,,5,1,,,,,25.3,22.3,1,0,Buy 5 get 1
GERIFLO TAB,,,5'S,,TTK HEALCARE LIMITED,,5,48,,,,,154,151,1,0,
HIBESOR-25MG TAB,,,5'S,,ZYDUS CADILA HEALTHCARE LTD,,5,62,,,,,40.29,37.29,1,0,
SUCTION CATHETER 10 (ROMSON),,,5'S,,FDC LIMITED,,5,57,,,,,61,58,1,0,
SUCTION CATHETER 12 (ROMSUN),,,5'S,,FDC LIMITED,,5,57,,,,,120,117,1,0,
TAXIMAX-1500MG INJ,,,5'S,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,101.2,98.2,1,0,
UGESIC-20MG TAB,,,5'S,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,84.42,81.42,1,0,
ZOVIRAX 800MG TAB,,,5'S,,SOLVAY PHARMA INDIA PVT LTD,,5,1,,,,,44.25,41.25,1,0,
TETGLOB INJ,,,5*2 ML,,MERCK LIMITED,,5,,,,,,17.35,14.35,1,0,
AMPILOX-C DRY SYP 60ML,,,50 GM,,CHARAK PHARMA PVT LTD,,5,37,,,,,56,42.66,35.98,503.67,
C-FURO 1.5GM INJ,,,50 GM,,BLUE CROSS LABORATORIES LTD,,14.5,1,,,,,55,52,1,0,Buy 5 get 1
CINVERT-25MG TAB,,,50 GM,,GLAXO SMITHKLIME PHARMACEUTICALS LTD,,5,62,,,,,66,63,1,0,Buy 5 get 1
MEGA CV 625MG TAB,,,50 GM,,GLAXO TEAM II DERMA,,5,,,,,,66.3,51.04,46.96,375.68,
NS 100ML(NIRLIFE),,,50 GM,,ICPA HEALTH PRODUCTS LTD,,5,56,,,,,31,28,1,0,
PLAGERINE-A-75MG CAPS,,,50 GM,,MED MANOR ORGANICS PVT LTD,,5,68,,,,,49,46,1,0,
BUDAMATE 200 TRANSCAPS,,,50 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,71.98,68.98,1,0,Buy 5 get 1
CIPLAR-LA 20MG TAB,,,50 ML,,GLAXO TEAM 4,,5,1,,,,,12.02,9.02,1,0,Buy 5 get 1
CREPE BANDAGE 15CMX4M(TOP),,,50 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,43.6,40.6,1,0,
CREPE BANDAGE(T.CREPE) 8CMX4M,,,50 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,45.1,42.1,1,0,
DILZEM SR 90MG TAB,,,50 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,38.3,35.3,1,0,
DILZEM-60MG TAB,,,50 ML,,GLENMARK PHARMACEUTICALS LTD,,5,45,,,,,99,96,1,0,
DONECEPT 10 MG TAB,,,50 ML,,GRATIA,,5,86,,,,,81.5,78.5,1,0,
LIMCEE 500MG TAB,,,50 ML,,PIRAMAL HEALTHCARE LTD,,5,45,,,,,56.65,44.05,40.53,729.54,
NEFROZON TAB,,,50 ML,,UNI-LABS (INDIA) PVT LTD,,5,10,,,,,82.05,68.3,56.55,565.52,
